time,gt,no action,open drawer,pick up bowl,put cereal box,open fridge,pick up milk bottle,close fridge,open milk bottle,pour milk into bowl with cereals,still pouring milk,pour milk,put lid on milk bottle,turn on tap,put milk in fridge,pick up ham,pick up salads,put down salad and ham,pick up plate,put down plate,open salad packaging,pour salad into bowl,still pouring salad into bowl,rinse bowl,close salad packaging,pick up clip,clip salad packaging,put salad in fridge,open cupboard,pick up bread,close cupboard,put down bread,turn off tap,pick up sauce,open sauce,pour sauce over salad,close sauce,pick up tissue,wipe sauce with tissue,put down sauce,put tissue in bin,open dishwasher,put down bowl,pick up fork,close drawer,close dishwasher,put fork,pick up cereal bowl,pick up salad bowl,put down bowls,put down fork,pick up breads,pick up cereal box,move chair,sit on chair,take slice of bread from bread packaging,put bread in bowl,take ham from ham packaging,put ham between bread slices,put sandwich in bowl,put ham in fridge,open cereal box,pour cereals into bowl,close cereal box
22.1054,open cereal box,0.0012,0.0083,0.0065,0.0601,0.0017,0.0046,0.0023,0.0041,0.0475,0.0018,0.0619,0.0013,0.0001,0.0041,0.0101,0.0007,0.0167,0.0048,0.0081,0.0045,0.0034,0.0032,0.0002,0.005,0.0029,0.0039,0.0012,0.0022,0.0119,0.0022,0.0107,0.0001,0.0041,0.001,0.0019,0.0012,0.0054,0.0164,0.0066,0.0024,0.0031,0.0118,0.0019,0.0102,0.002,0.0025,0.0909,0.0012,0.0021,0.0033,0.0023,0.0558,0.0004,0.0006,0.0123,0.0107,0.0338,0.0077,0.034,0.0059,0.1177,0.1305,0.1227
22.1888,open cereal box,0.0014,0.009,0.0056,0.058,0.0019,0.0043,0.0024,0.0037,0.0366,0.0021,0.0529,0.0012,0.0001,0.0042,0.0133,0.0007,0.0199,0.005,0.0078,0.0055,0.0035,0.0033,0.0002,0.0061,0.0037,0.0052,0.0014,0.0023,0.0141,0.0023,0.0124,0.0001,0.0053,0.0012,0.0023,0.0015,0.0062,0.0187,0.0083,0.0024,0.0033,0.0092,0.0025,0.0109,0.002,0.003,0.0815,0.0012,0.002,0.0037,0.0027,0.0548,0.0005,0.0007,0.0147,0.0119,0.0516,0.0113,0.0465,0.0078,0.1153,0.1091,0.1179
22.2722,open cereal box,0.0016,0.0094,0.0058,0.0524,0.0021,0.0045,0.0026,0.0037,0.0346,0.0023,0.0523,0.0012,0.0001,0.0043,0.0165,0.0008,0.0216,0.0054,0.0076,0.0062,0.0036,0.0032,0.0001,0.0071,0.0046,0.0058,0.0014,0.0023,0.0158,0.0022,0.0135,0.0001,0.0061,0.0014,0.0026,0.0017,0.0075,0.0205,0.0092,0.0023,0.004,0.0088,0.0033,0.0112,0.0024,0.0034,0.0702,0.0013,0.0021,0.0046,0.0033,0.0503,0.0006,0.0009,0.0169,0.0113,0.0616,0.0138,0.0524,0.009,0.1132,0.0977,0.1115
22.3557,open cereal box,0.0015,0.009,0.0047,0.0545,0.002,0.0043,0.0024,0.0037,0.0326,0.0025,0.0507,0.0012,0.0001,0.0036,0.0183,0.0008,0.0239,0.0041,0.0051,0.007,0.0036,0.0031,0.0001,0.0079,0.0052,0.0063,0.0012,0.002,0.0144,0.0019,0.0117,0.0001,0.0064,0.0015,0.0027,0.0018,0.0091,0.0222,0.0093,0.0024,0.0044,0.0065,0.0033,0.0105,0.0026,0.0033,0.0607,0.0013,0.0018,0.0042,0.0034,0.0509,0.0007,0.0009,0.0152,0.0093,0.0682,0.0156,0.0496,0.0086,0.1243,0.0883,0.1215
22.4391,open cereal box,0.0014,0.0088,0.0047,0.0527,0.002,0.005,0.0024,0.0044,0.0277,0.0026,0.0464,0.0014,0.0001,0.0034,0.0197,0.0009,0.0211,0.0034,0.0037,0.0076,0.0027,0.0027,0.0001,0.0086,0.007,0.0074,0.0012,0.002,0.0148,0.0017,0.0111,0.0001,0.0067,0.0016,0.0027,0.0017,0.0115,0.0268,0.009,0.0028,0.0051,0.0057,0.0034,0.0099,0.0029,0.0029,0.0588,0.0011,0.0017,0.0037,0.004,0.0527,0.0007,0.0011,0.0161,0.0097,0.0751,0.0167,0.0536,0.0086,0.1278,0.0712,0.1253
22.5225,open cereal box,0.0015,0.0094,0.0045,0.0528,0.002,0.0056,0.0023,0.0054,0.0237,0.0027,0.0454,0.0016,0.0001,0.0032,0.0182,0.0009,0.0207,0.0028,0.0027,0.0089,0.0023,0.0026,0.0001,0.0099,0.0093,0.0098,0.0012,0.0021,0.0148,0.0018,0.0102,0.0001,0.0081,0.0022,0.0026,0.0022,0.0127,0.0327,0.0102,0.0032,0.0061,0.0051,0.0034,0.0103,0.0034,0.0026,0.0538,0.001,0.0017,0.0032,0.0038,0.0526,0.0009,0.0014,0.0144,0.009,0.0734,0.0154,0.0511,0.0077,0.1417,0.054,0.1318
22.6059,open cereal box,0.0017,0.0112,0.0047,0.0545,0.0025,0.0058,0.0028,0.0058,0.0213,0.0028,0.0413,0.0015,0.0001,0.0035,0.0168,0.0009,0.0196,0.0026,0.0021,0.0095,0.002,0.0024,0.0001,0.0111,0.0113,0.0117,0.0014,0.0024,0.0151,0.002,0.0102,0.0001,0.0079,0.0023,0.0022,0.0023,0.0127,0.0333,0.0096,0.0035,0.008,0.005,0.0036,0.0124,0.0048,0.0023,0.051,0.001,0.0018,0.0029,0.0041,0.0523,0.0012,0.0018,0.0136,0.0088,0.0671,0.0141,0.0504,0.008,0.146,0.0443,0.141
22.6893,open cereal box,0.0017,0.0096,0.0043,0.054,0.0024,0.0062,0.0028,0.0062,0.0194,0.0032,0.0419,0.0015,0.0001,0.0032,0.0176,0.001,0.0201,0.0021,0.0015,0.0101,0.0019,0.0025,0.0001,0.0121,0.0127,0.0133,0.0014,0.0022,0.0138,0.0019,0.0091,0.0001,0.0085,0.0025,0.002,0.0025,0.0135,0.0356,0.01,0.0039,0.008,0.0043,0.0036,0.0106,0.0048,0.0019,0.0475,0.001,0.0017,0.0026,0.0045,0.0517,0.0012,0.0023,0.012,0.0089,0.0696,0.0154,0.051,0.0079,0.1482,0.0367,0.1463
22.7728,open cereal box,0.0017,0.0094,0.0038,0.0538,0.0023,0.0068,0.0026,0.0073,0.0184,0.0034,0.0455,0.0016,0.0001,0.0031,0.0168,0.001,0.0211,0.0017,0.0012,0.0103,0.0017,0.0024,0.0001,0.0122,0.0134,0.0139,0.0013,0.0022,0.0124,0.0018,0.0086,0.0002,0.0079,0.0026,0.002,0.0026,0.0144,0.0394,0.0097,0.0037,0.0087,0.004,0.0034,0.01,0.005,0.0017,0.0444,0.0009,0.0016,0.0024,0.0044,0.0499,0.0011,0.0023,0.0117,0.0089,0.0657,0.0155,0.0454,0.0072,0.1615,0.0322,0.1481
22.8562,open cereal box,0.0018,0.0087,0.0036,0.0529,0.002,0.0077,0.0023,0.0085,0.0166,0.0039,0.046,0.0018,0.0001,0.0028,0.014,0.0009,0.0228,0.0013,0.0008,0.0113,0.0016,0.0025,0.0001,0.0135,0.013,0.0156,0.0012,0.0023,0.0112,0.0019,0.0072,0.0002,0.0087,0.0029,0.0019,0.0028,0.0162,0.0484,0.0103,0.0036,0.0079,0.0036,0.0032,0.0092,0.0046,0.0014,0.0444,0.0008,0.0015,0.0019,0.0041,0.0512,0.001,0.0027,0.0101,0.0097,0.0617,0.0132,0.0374,0.0063,0.1715,0.025,0.1525
22.9396,open cereal box,0.0016,0.0071,0.0036,0.0515,0.0016,0.0088,0.0019,0.0098,0.0177,0.0042,0.0508,0.0022,0.0001,0.0026,0.0105,0.0008,0.0213,0.0011,0.0006,0.0111,0.0016,0.0026,0.0001,0.014,0.0121,0.0169,0.001,0.0022,0.01,0.0018,0.0063,0.0001,0.0083,0.0029,0.0021,0.0028,0.0155,0.0591,0.0097,0.0036,0.007,0.0035,0.0028,0.0076,0.0041,0.0012,0.0448,0.0007,0.0014,0.0016,0.0034,0.049,0.0007,0.0022,0.0107,0.0122,0.0499,0.0104,0.0316,0.0049,0.1868,0.0241,0.1578
23.023,open cereal box,0.0013,0.006,0.004,0.0467,0.0013,0.0087,0.0015,0.0104,0.0205,0.0046,0.0582,0.0025,0.0001,0.0023,0.0094,0.0007,0.0222,0.0011,0.0006,0.0118,0.002,0.0031,0.0001,0.0149,0.0103,0.0168,0.0009,0.002,0.0091,0.0017,0.0058,0.0001,0.0082,0.0033,0.0022,0.0031,0.0142,0.0723,0.01,0.0037,0.0064,0.0042,0.0025,0.0065,0.0037,0.0012,0.0454,0.0008,0.0014,0.0015,0.0029,0.045,0.0006,0.0019,0.0102,0.0143,0.0432,0.009,0.029,0.004,0.1875,0.0268,0.1545
23.1064,open cereal box,0.0013,0.0042,0.0039,0.044,0.001,0.0089,0.0012,0.0111,0.0238,0.0055,0.0616,0.0029,0.0001,0.002,0.0096,0.0006,0.0249,0.001,0.0006,0.0132,0.0023,0.0037,0.0,0.0165,0.0093,0.02,0.0008,0.0016,0.0085,0.0013,0.0056,0.0001,0.0086,0.0035,0.0024,0.0032,0.011,0.0725,0.0107,0.0031,0.005,0.0043,0.0023,0.0047,0.0029,0.0011,0.0463,0.0008,0.0014,0.0014,0.0029,0.0429,0.0005,0.0018,0.0098,0.017,0.046,0.0087,0.0325,0.0037,0.181,0.0299,0.1471
23.1898,open cereal box,0.0013,0.0038,0.0043,0.0394,0.0009,0.0087,0.0012,0.011,0.0238,0.0062,0.0652,0.003,0.0001,0.002,0.0099,0.0006,0.0289,0.0012,0.0006,0.0148,0.0026,0.0043,0.0,0.0186,0.0087,0.0227,0.0009,0.0016,0.009,0.0015,0.0058,0.0001,0.0101,0.0037,0.0025,0.0035,0.0103,0.0822,0.0128,0.0029,0.0043,0.0048,0.0025,0.0044,0.0025,0.0013,0.0461,0.0008,0.0015,0.0016,0.003,0.039,0.0004,0.0018,0.0093,0.0201,0.0519,0.0087,0.0365,0.0038,0.1621,0.0278,0.1349
23.2733,open cereal box,0.0014,0.0035,0.0052,0.0361,0.0009,0.0083,0.0012,0.0108,0.0261,0.0074,0.0692,0.0031,0.0001,0.0018,0.0109,0.0006,0.0315,0.0015,0.0009,0.0154,0.0032,0.0051,0.0,0.0194,0.0079,0.0236,0.0008,0.0017,0.0098,0.0017,0.0063,0.0001,0.0108,0.0043,0.0023,0.0042,0.0096,0.0829,0.0142,0.0028,0.004,0.0059,0.0027,0.0042,0.0023,0.0015,0.0453,0.0009,0.002,0.0019,0.0031,0.0336,0.0004,0.0019,0.0087,0.0228,0.0594,0.0089,0.038,0.0037,0.1493,0.0291,0.1235
23.3567,open cereal box,0.0013,0.0035,0.0063,0.0346,0.001,0.008,0.0013,0.0114,0.0254,0.0078,0.0708,0.0031,0.0001,0.0018,0.0119,0.0007,0.0353,0.0019,0.0011,0.0168,0.0038,0.0058,0.0,0.0208,0.0076,0.0214,0.0008,0.0019,0.0112,0.0019,0.0067,0.0001,0.0114,0.0045,0.002,0.0045,0.0096,0.0752,0.0148,0.0027,0.0039,0.0071,0.0032,0.0043,0.0023,0.0018,0.0441,0.0011,0.0025,0.0022,0.0033,0.0306,0.0004,0.002,0.0079,0.0259,0.0644,0.0089,0.0366,0.004,0.1422,0.0294,0.1207
23.4401,open cereal box,0.0011,0.0028,0.0064,0.0322,0.0008,0.0079,0.0011,0.0123,0.0287,0.0079,0.0748,0.0036,0.0001,0.0014,0.013,0.0006,0.0367,0.0019,0.0011,0.0168,0.004,0.0061,0.0,0.0202,0.007,0.0194,0.0006,0.0016,0.011,0.0017,0.006,0.0001,0.0114,0.0048,0.0021,0.0047,0.0097,0.0804,0.0147,0.0025,0.0029,0.0072,0.0029,0.0035,0.0017,0.0018,0.0496,0.0011,0.0025,0.0021,0.003,0.0305,0.0003,0.0018,0.0073,0.0271,0.0669,0.0087,0.0337,0.0033,0.1386,0.031,0.1134
23.5235,open cereal box,0.0009,0.0027,0.0059,0.0298,0.0007,0.007,0.001,0.0117,0.0304,0.0086,0.0721,0.0037,0.0001,0.0012,0.0135,0.0006,0.0438,0.0018,0.0011,0.0176,0.0046,0.0069,0.0,0.0214,0.0065,0.0178,0.0005,0.0014,0.0124,0.0015,0.0066,0.0001,0.0118,0.005,0.002,0.0048,0.0101,0.084,0.0154,0.0026,0.0026,0.0072,0.0025,0.0033,0.0015,0.0018,0.0504,0.0012,0.0026,0.0018,0.0029,0.0303,0.0003,0.0017,0.0077,0.0278,0.0723,0.0095,0.0307,0.0029,0.1299,0.0329,0.1061
23.6069,open cereal box,0.0009,0.0025,0.0056,0.0316,0.0007,0.0062,0.001,0.0105,0.0287,0.0095,0.0575,0.0033,0.0001,0.0012,0.0141,0.0007,0.0526,0.0015,0.0009,0.0222,0.0058,0.009,0.0,0.0256,0.0067,0.0187,0.0006,0.0015,0.0125,0.0016,0.0063,0.0001,0.0128,0.0053,0.0021,0.005,0.0107,0.0832,0.016,0.0029,0.0026,0.0067,0.0023,0.003,0.0014,0.0015,0.0511,0.0016,0.0022,0.0016,0.0028,0.0332,0.0004,0.0021,0.0065,0.0242,0.0723,0.0092,0.0283,0.0033,0.1274,0.0329,0.1057
23.6903,open cereal box,0.0008,0.0024,0.0055,0.0315,0.0008,0.0058,0.0011,0.0096,0.0283,0.01,0.0495,0.0029,0.0001,0.0012,0.017,0.0008,0.0551,0.0015,0.0009,0.0236,0.0061,0.0095,0.0,0.026,0.0076,0.0177,0.0006,0.0015,0.0136,0.0016,0.0067,0.0001,0.0134,0.0056,0.0021,0.0052,0.0123,0.088,0.0165,0.0035,0.0026,0.0064,0.0023,0.003,0.0014,0.0013,0.0484,0.0018,0.002,0.0016,0.0032,0.034,0.0004,0.0022,0.0061,0.0216,0.0781,0.0093,0.0258,0.0035,0.1216,0.0337,0.104
23.7737,open cereal box,0.0008,0.0027,0.0049,0.0317,0.0011,0.0056,0.0015,0.0092,0.0256,0.0105,0.0431,0.0024,0.0001,0.0014,0.0208,0.001,0.0628,0.0014,0.0008,0.0267,0.007,0.0115,0.0,0.0283,0.0082,0.017,0.0008,0.0014,0.0147,0.0015,0.0066,0.0001,0.0134,0.0052,0.002,0.0047,0.0126,0.0781,0.0151,0.004,0.0027,0.0053,0.0023,0.0032,0.0016,0.0012,0.0469,0.0024,0.0017,0.0015,0.0036,0.0362,0.0006,0.0028,0.0048,0.0183,0.0922,0.0103,0.0258,0.0047,0.1151,0.029,0.1016
23.8572,open cereal box,0.0008,0.003,0.0042,0.0341,0.0015,0.0056,0.0019,0.0087,0.0221,0.0101,0.0351,0.0021,0.0001,0.0016,0.0227,0.0012,0.0659,0.0011,0.0007,0.0276,0.0062,0.0109,0.0,0.0284,0.0098,0.0166,0.001,0.0014,0.0158,0.0014,0.0065,0.0001,0.0143,0.005,0.002,0.0045,0.0131,0.0702,0.0152,0.0046,0.0028,0.0044,0.0022,0.0034,0.0017,0.0009,0.0486,0.0025,0.0014,0.0012,0.004,0.0429,0.0007,0.0033,0.0042,0.0159,0.0945,0.0104,0.0248,0.0057,0.1169,0.0242,0.1064
23.9406,open cereal box,0.0008,0.0034,0.0037,0.0392,0.0016,0.0054,0.002,0.0081,0.0186,0.0091,0.0318,0.0018,0.0001,0.0016,0.0196,0.0013,0.0666,0.0009,0.0005,0.0282,0.0059,0.0109,0.0,0.0274,0.0103,0.0152,0.0011,0.0016,0.0142,0.0015,0.0055,0.0001,0.0144,0.0051,0.0017,0.0046,0.0147,0.0696,0.0149,0.0058,0.0033,0.0037,0.002,0.0038,0.002,0.0008,0.0517,0.0027,0.0011,0.001,0.0038,0.0494,0.0008,0.0037,0.003,0.0132,0.083,0.0088,0.0198,0.0054,0.1288,0.0207,0.1187
24.024,pour cereals into bowl,0.0007,0.0035,0.0036,0.0426,0.0018,0.0062,0.0023,0.0089,0.0191,0.01,0.0309,0.0018,0.0001,0.0018,0.0183,0.0014,0.0633,0.0008,0.0005,0.0274,0.0054,0.0111,0.0,0.0268,0.0103,0.0138,0.0011,0.0017,0.0129,0.0016,0.0049,0.0001,0.0142,0.0051,0.0016,0.0047,0.0151,0.0668,0.0142,0.0066,0.0033,0.0036,0.0018,0.0039,0.0019,0.0006,0.0598,0.0027,0.0011,0.0009,0.0039,0.0553,0.0011,0.0045,0.0027,0.0114,0.0711,0.0076,0.0162,0.0051,0.1319,0.0213,0.1252
24.1074,pour cereals into bowl,0.0007,0.0031,0.0028,0.0432,0.0017,0.0068,0.002,0.0092,0.0181,0.0111,0.0304,0.0018,0.0001,0.0017,0.0164,0.0014,0.0637,0.0006,0.0003,0.0271,0.0048,0.0106,0.0,0.0274,0.0095,0.0125,0.0011,0.0015,0.0127,0.0014,0.0045,0.0001,0.0145,0.005,0.0016,0.0046,0.0156,0.0689,0.0141,0.0066,0.0028,0.0026,0.0015,0.0034,0.0017,0.0005,0.0629,0.0025,0.0008,0.0007,0.004,0.0606,0.0012,0.0051,0.0025,0.0105,0.0684,0.0072,0.014,0.0047,0.1328,0.0194,0.1308
24.1908,pour cereals into bowl,0.0007,0.0028,0.0024,0.0439,0.0015,0.0072,0.0018,0.0087,0.0191,0.0127,0.0306,0.0017,0.0001,0.0016,0.0154,0.0015,0.0613,0.0005,0.0002,0.0257,0.0045,0.0101,0.0,0.0269,0.0088,0.0127,0.001,0.0014,0.0124,0.0013,0.0043,0.0001,0.0146,0.0045,0.0018,0.0043,0.0157,0.0753,0.0139,0.0068,0.0023,0.0022,0.0013,0.0031,0.0014,0.0004,0.0648,0.0023,0.0006,0.0006,0.0045,0.0629,0.0011,0.0055,0.0026,0.0102,0.0701,0.0075,0.0134,0.0043,0.1269,0.0183,0.1337
24.2743,pour cereals into bowl,0.0008,0.0026,0.0023,0.0432,0.0014,0.0071,0.0017,0.008,0.0167,0.0138,0.0269,0.0016,0.0001,0.0016,0.0162,0.0017,0.065,0.0005,0.0002,0.0262,0.0045,0.0107,0.0,0.0277,0.0087,0.0144,0.0011,0.0015,0.0129,0.0013,0.0043,0.0001,0.0162,0.0045,0.0017,0.0044,0.0168,0.0776,0.015,0.0067,0.0019,0.002,0.0013,0.0028,0.0012,0.0003,0.0606,0.0023,0.0005,0.0005,0.005,0.0602,0.0012,0.0061,0.0025,0.01,0.0834,0.0085,0.0132,0.0046,0.1171,0.0168,0.1303
24.3577,pour cereals into bowl,0.0008,0.0027,0.0027,0.042,0.0017,0.0085,0.0021,0.009,0.0171,0.0158,0.0288,0.0018,0.0001,0.002,0.0156,0.0018,0.0679,0.0005,0.0002,0.0303,0.0048,0.0114,0.0,0.0325,0.0089,0.0171,0.0013,0.0016,0.012,0.0014,0.0037,0.0001,0.0168,0.0043,0.0017,0.0042,0.0164,0.0776,0.0156,0.006,0.0019,0.0023,0.0015,0.0029,0.0012,0.0003,0.0602,0.0027,0.0005,0.0006,0.0054,0.0567,0.0013,0.0072,0.0023,0.0102,0.0782,0.0073,0.0134,0.0049,0.1108,0.0159,0.1236
24.4411,pour cereals into bowl,0.0008,0.0029,0.0029,0.0405,0.0018,0.0105,0.0023,0.0111,0.0181,0.0166,0.0328,0.0021,0.0001,0.0022,0.0147,0.0017,0.0618,0.0005,0.0002,0.0279,0.0039,0.0101,0.0,0.0324,0.0079,0.0164,0.0013,0.0015,0.0131,0.0013,0.0037,0.0001,0.017,0.0039,0.0015,0.004,0.0157,0.081,0.0148,0.0059,0.0017,0.0022,0.0016,0.0032,0.0011,0.0003,0.0642,0.0023,0.0006,0.0005,0.0058,0.0548,0.0012,0.0072,0.0022,0.0105,0.0783,0.0068,0.0123,0.0048,0.1116,0.0142,0.1258
24.5245,pour cereals into bowl,0.0007,0.0029,0.003,0.0409,0.0018,0.0143,0.0023,0.0143,0.0208,0.0184,0.0386,0.0025,0.0001,0.0025,0.0128,0.0017,0.0563,0.0006,0.0002,0.0277,0.0034,0.0091,0.0,0.0319,0.0069,0.0163,0.0014,0.0017,0.0127,0.0014,0.0034,0.0001,0.0168,0.0034,0.0013,0.0035,0.0129,0.0705,0.014,0.0054,0.0016,0.0023,0.0016,0.0032,0.0011,0.0003,0.0726,0.002,0.0006,0.0005,0.0061,0.0574,0.0011,0.0077,0.0022,0.0106,0.0714,0.0059,0.0108,0.0045,0.1163,0.0147,0.1273
24.6079,pour cereals into bowl,0.0007,0.0027,0.0033,0.0398,0.0015,0.0173,0.0019,0.0172,0.0244,0.0207,0.0456,0.0032,0.0001,0.0023,0.0102,0.0016,0.0476,0.0006,0.0002,0.0257,0.003,0.0081,0.0,0.03,0.0055,0.0146,0.0012,0.0018,0.0115,0.0015,0.0032,0.0001,0.0165,0.0035,0.0013,0.0037,0.0129,0.0835,0.0141,0.0056,0.0017,0.0026,0.0015,0.0029,0.001,0.0003,0.076,0.0017,0.0007,0.0004,0.0059,0.0536,0.001,0.0072,0.0022,0.0112,0.0604,0.0049,0.0088,0.0034,0.1188,0.0173,0.1281
24.6913,pour cereals into bowl,0.0007,0.0028,0.0036,0.0411,0.0013,0.0229,0.0016,0.0244,0.0293,0.0203,0.0549,0.0043,0.0001,0.0025,0.0075,0.0014,0.0352,0.0007,0.0002,0.0218,0.0026,0.007,0.0,0.0272,0.0047,0.0131,0.001,0.0021,0.0103,0.0018,0.0029,0.0001,0.0146,0.0029,0.0011,0.0032,0.012,0.0871,0.0123,0.0053,0.0017,0.003,0.0015,0.0029,0.0011,0.0003,0.0845,0.0014,0.0009,0.0004,0.0053,0.0527,0.0009,0.0068,0.0022,0.0106,0.0467,0.0038,0.0065,0.0027,0.1266,0.0184,0.1315
24.7748,pour cereals into bowl,0.0007,0.003,0.0041,0.042,0.0013,0.025,0.0016,0.0285,0.03,0.02,0.054,0.005,0.0001,0.0025,0.0066,0.0013,0.0303,0.0008,0.0003,0.0195,0.0024,0.0061,0.0,0.0249,0.0045,0.0124,0.001,0.0025,0.0118,0.0021,0.0034,0.0001,0.0136,0.0027,0.0011,0.0029,0.0112,0.0783,0.011,0.0055,0.0017,0.0033,0.0014,0.0032,0.001,0.0003,0.0912,0.0013,0.001,0.0004,0.0052,0.0526,0.0008,0.0064,0.0028,0.0124,0.0435,0.0037,0.0056,0.0026,0.1331,0.019,0.1336
24.8582,pour cereals into bowl,0.0007,0.0033,0.0045,0.0431,0.0012,0.0252,0.0014,0.0291,0.0276,0.0176,0.0508,0.0051,0.0001,0.0025,0.0066,0.0014,0.0248,0.0009,0.0003,0.0178,0.0021,0.0052,0.0,0.0231,0.0047,0.0129,0.001,0.0027,0.0138,0.0022,0.0037,0.0001,0.0149,0.0025,0.0011,0.0028,0.0108,0.0692,0.0113,0.0052,0.0017,0.0035,0.0015,0.0034,0.001,0.0003,0.0972,0.0012,0.0011,0.0003,0.0054,0.0574,0.0008,0.0065,0.0036,0.0134,0.0412,0.0036,0.0051,0.0025,0.1434,0.0173,0.1352
24.9416,pour cereals into bowl,0.0007,0.0039,0.0049,0.0451,0.0013,0.0259,0.0015,0.031,0.0281,0.0164,0.0517,0.0053,0.0001,0.003,0.0061,0.0015,0.0219,0.0009,0.0003,0.0168,0.002,0.0051,0.0,0.021,0.0048,0.0134,0.0011,0.003,0.0136,0.0024,0.0037,0.0002,0.0142,0.0023,0.0012,0.0024,0.0103,0.0613,0.0105,0.0056,0.002,0.004,0.0016,0.0039,0.0011,0.0003,0.1074,0.0012,0.0014,0.0003,0.0054,0.0608,0.0008,0.0061,0.0038,0.0135,0.0343,0.0034,0.0048,0.0027,0.1478,0.0174,0.1317
25.025,pour cereals into bowl,0.0007,0.0044,0.0057,0.0486,0.0015,0.032,0.0017,0.0343,0.0293,0.0156,0.0517,0.0061,0.0002,0.0038,0.006,0.0016,0.0182,0.001,0.0003,0.0151,0.0018,0.0046,0.0,0.018,0.0056,0.013,0.0013,0.0037,0.014,0.0027,0.0036,0.0002,0.0145,0.0021,0.0012,0.0021,0.0099,0.0535,0.0102,0.0057,0.0026,0.0047,0.0018,0.0042,0.0015,0.0003,0.114,0.0012,0.0017,0.0004,0.0055,0.0652,0.0009,0.0064,0.0038,0.0129,0.0292,0.0032,0.0043,0.0031,0.1466,0.0163,0.1242
25.1084,pour cereals into bowl,0.0007,0.0053,0.0056,0.0521,0.0017,0.0358,0.0019,0.0352,0.0295,0.0135,0.0524,0.006,0.0002,0.0042,0.0056,0.0018,0.0155,0.0011,0.0003,0.0137,0.0016,0.0038,0.0,0.0159,0.0058,0.0108,0.0013,0.0043,0.0143,0.0031,0.0038,0.0002,0.0146,0.002,0.0012,0.002,0.0096,0.0449,0.0104,0.0056,0.003,0.0047,0.0019,0.0049,0.0018,0.0003,0.1208,0.0012,0.0018,0.0004,0.0054,0.0732,0.001,0.0067,0.0037,0.0112,0.0249,0.003,0.0041,0.0032,0.1484,0.0147,0.122
25.1918,pour cereals into bowl,0.0008,0.0059,0.0056,0.0584,0.0018,0.0359,0.0019,0.0332,0.0267,0.0111,0.0499,0.0053,0.0002,0.0043,0.0055,0.002,0.0123,0.0013,0.0004,0.0115,0.0013,0.0032,0.0,0.0136,0.0062,0.0087,0.0013,0.0052,0.0142,0.0037,0.0039,0.0003,0.0158,0.002,0.0012,0.0019,0.01,0.0369,0.011,0.0056,0.0032,0.0044,0.0019,0.0053,0.002,0.0003,0.1232,0.0011,0.0018,0.0004,0.0061,0.0823,0.0012,0.0072,0.0035,0.0089,0.0218,0.0028,0.0035,0.0032,0.1533,0.0123,0.1305
25.2752,pour cereals into bowl,0.0008,0.0059,0.0054,0.0593,0.0017,0.0327,0.0018,0.0297,0.0249,0.0096,0.0455,0.0048,0.0002,0.004,0.0059,0.0021,0.0125,0.0014,0.0005,0.0121,0.0013,0.0032,0.0,0.0135,0.0069,0.0085,0.0013,0.0054,0.0147,0.0037,0.0043,0.0003,0.0185,0.0023,0.0013,0.0022,0.0097,0.034,0.0139,0.0053,0.0035,0.0046,0.002,0.0052,0.0021,0.0004,0.1256,0.0012,0.0018,0.0005,0.006,0.0853,0.0012,0.0076,0.0034,0.0089,0.0222,0.003,0.004,0.0031,0.1549,0.0125,0.1298
25.3587,pour cereals into bowl,0.0009,0.0067,0.0059,0.0597,0.0019,0.0304,0.002,0.029,0.0226,0.008,0.0416,0.0047,0.0003,0.0044,0.0055,0.0023,0.0127,0.0015,0.0007,0.0132,0.0014,0.0033,0.0001,0.0154,0.0079,0.0092,0.0015,0.0052,0.014,0.0037,0.0045,0.0004,0.0212,0.0027,0.0014,0.0027,0.0114,0.0364,0.0174,0.005,0.0036,0.0057,0.0021,0.0059,0.0023,0.0004,0.1248,0.0014,0.002,0.0006,0.006,0.0859,0.0015,0.008,0.0036,0.0087,0.0199,0.0029,0.0042,0.0032,0.1493,0.0116,0.1272
25.4421,pour cereals into bowl,0.0009,0.0069,0.0057,0.0659,0.0019,0.0272,0.0021,0.0271,0.0202,0.0061,0.0354,0.0039,0.0004,0.0044,0.0047,0.0022,0.0127,0.0013,0.0006,0.014,0.0015,0.0033,0.0001,0.0163,0.0087,0.0098,0.0017,0.005,0.0121,0.0036,0.0039,0.0004,0.0226,0.0029,0.0012,0.0029,0.0103,0.0332,0.0195,0.0046,0.0036,0.0057,0.002,0.006,0.0024,0.0004,0.1197,0.0014,0.0019,0.0006,0.0052,0.0915,0.0017,0.009,0.0033,0.0076,0.0174,0.0026,0.0046,0.0031,0.1582,0.0103,0.1346
25.5255,pour cereals into bowl,0.0009,0.0064,0.0052,0.0709,0.002,0.0231,0.0022,0.0239,0.0188,0.0057,0.0304,0.0033,0.0004,0.0043,0.0048,0.0021,0.0143,0.0012,0.0006,0.0149,0.0015,0.0031,0.0,0.017,0.0089,0.0104,0.0018,0.0043,0.0109,0.0031,0.0037,0.0004,0.0218,0.003,0.0011,0.0029,0.0102,0.0297,0.0198,0.0046,0.0034,0.0054,0.0017,0.0056,0.0022,0.0003,0.1139,0.0015,0.0016,0.0006,0.0051,0.091,0.0018,0.0087,0.0034,0.0073,0.0196,0.0029,0.0052,0.0035,0.1667,0.0098,0.1448
